query_num,operator,actual,rl_predicted,duck_predicted,rl_q_error,duck_q_error,trees,timestamp
1,HASH_GROUP_BY,49985,2298,2298,21.751523,21.751523,0,2025-12-12T23:51:29.937127
1,HASH_JOIN,55326,2305,2305,24.002603,24.002603,0,2025-12-12T23:51:29.937363
1,SEQ_SCAN,55326,287867,287867,5.203105,5.203105,0,2025-12-12T23:51:29.937490
1,FILTER,365,585,585,1.60274,1.60274,0,2025-12-12T23:51:29.937507
1,SEQ_SCAN,365,585,585,1.60274,1.60274,0,2025-12-12T23:51:29.937519
1,FILTER,12852,1,1,12852.0,12852.0,0,2025-12-12T23:51:29.937533
1,HASH_JOIN,49452,1,1,49452.0,49452.0,0,2025-12-12T23:51:29.937545
1,SEQ_SCAN,99995,100000,100000,1.00005,1.00005,0,2025-12-12T23:51:29.937556
1,HASH_JOIN,49458,1,1,49458.0,49458.0,0,2025-12-12T23:51:29.937568
1,SEQ_SCAN,12,2,2,6.0,6.0,0,2025-12-12T23:51:29.937579
2,HASH_GROUP_BY,263,451782,451782,1717.802281,1717.802281,0,2025-12-12T23:51:29.959039
2,HASH_JOIN,2153556,2160932,2160932,1.003425,1.003425,0,2025-12-12T23:51:29.959177
2,SEQ_SCAN,719199,719384,719384,1.000257,1.000257,0,2025-12-12T23:51:29.959201
2,SEQ_SCAN,1434357,1441548,1441548,1.005013,1.005013,0,2025-12-12T23:51:29.959378
2,SEQ_SCAN,1834,73049,73049,39.830425,39.830425,0,2025-12-12T23:51:29.959400
2,HASH_JOIN,2520,2913445,2913445,1156.128968,1156.128968,0,2025-12-12T23:51:29.959415
2,HASH_JOIN,366,76143,76143,208.040984,208.040984,0,2025-12-12T23:51:29.959426
2,SEQ_SCAN,366,585,585,1.598361,1.598361,0,2025-12-12T23:51:29.959436
2,HASH_JOIN,365,76143,76143,208.610959,208.610959,0,2025-12-12T23:51:29.959445
2,SEQ_SCAN,365,585,585,1.60274,1.60274,0,2025-12-12T23:51:29.959453
3,HASH_GROUP_BY,24,182,182,7.583333,7.583333,0,2025-12-12T23:51:29.963717
3,HASH_JOIN,239,183,183,1.306011,1.306011,0,2025-12-12T23:51:29.963762
3,FILTER,155,5620,5620,36.258065,36.258065,0,2025-12-12T23:51:29.963778
3,SEQ_SCAN,155,5620,5620,36.258065,36.258065,0,2025-12-12T23:51:29.963791
3,HASH_JOIN,1542,2383,2383,1.545396,1.545396,0,2025-12-12T23:51:29.963803
3,SEQ_SCAN,2605885,2880404,2880404,1.105346,1.105346,0,2025-12-12T23:51:29.963842
3,SEQ_SCAN,10,14,14,1.4,1.4,0,2025-12-12T23:51:29.963852
4,FILTER,75699,819530,819530,10.826167,10.826167,0,2025-12-12T23:51:30.078526
4,HASH_GROUP_BY,190581,4097652,4097652,21.500842,21.500842,0,2025-12-12T23:51:30.078581
4,HASH_JOIN,2685933,4097652,4097652,1.525597,1.525597,0,2025-12-12T23:51:30.078594
4,HASH_JOIN,2685933,2880404,2880404,1.072404,1.072404,0,2025-12-12T23:51:30.078604
4,SEQ_SCAN,2685933,2880404,2880404,1.072404,1.072404,0,2025-12-12T23:51:30.078613
4,SEQ_SCAN,1827,73049,73049,39.983032,39.983032,0,2025-12-12T23:51:30.078621
4,SEQ_SCAN,100000,100000,100000,1.0,1.0,0,2025-12-12T23:51:30.078629
4,FILTER,53677,410148,410148,7.641038,7.641038,0,2025-12-12T23:51:30.078636
4,HASH_GROUP_BY,136978,2050741,2050741,14.971317,14.971317,0,2025-12-12T23:51:30.078643
4,HASH_JOIN,1430861,2050741,2050741,1.433222,1.433222,0,2025-12-12T23:51:30.078650
4,HASH_JOIN,1430861,1441548,1441548,1.007469,1.007469,0,2025-12-12T23:51:30.078657
4,SEQ_SCAN,1430861,1441548,1441548,1.007469,1.007469,0,2025-12-12T23:51:30.078664
4,SEQ_SCAN,1834,73049,73049,39.830425,39.830425,0,2025-12-12T23:51:30.078671
4,SEQ_SCAN,100000,100000,100000,1.0,1.0,0,2025-12-12T23:51:30.078678
4,FILTER,22347,204678,204678,9.159082,9.159082,0,2025-12-12T23:51:30.078684
4,HASH_GROUP_BY,56649,1023393,1023393,18.065509,18.065509,0,2025-12-12T23:51:30.078691
4,HASH_JOIN,719122,1023393,1023393,1.423115,1.423115,0,2025-12-12T23:51:30.078697
4,HASH_JOIN,719122,719384,719384,1.000364,1.000364,0,2025-12-12T23:51:30.078704
4,SEQ_SCAN,719122,719384,719384,1.000364,1.000364,0,2025-12-12T23:51:30.078710
4,SEQ_SCAN,1827,73049,73049,39.983032,39.983032,0,2025-12-12T23:51:30.078717
4,SEQ_SCAN,99999,100000,100000,1.00001,1.00001,0,2025-12-12T23:51:30.078723
4,FILTER,7,18446744073709551615,18446744073709551615,2.6352491533870787e+18,2.6352491533870787e+18,0,2025-12-12T23:51:30.078732
4,HASH_JOIN,16,18446744073709551615,18446744073709551615,1.152921504606847e+18,1.152921504606847e+18,0,2025-12-12T23:51:30.078741
4,HASH_JOIN,134,6093166573,6093166573,45471392.335821,45471392.335821,0,2025-12-12T23:51:30.078762
4,HASH_JOIN,10239,29268175,29268175,2858.499365,2858.499365,0,2025-12-12T23:51:30.078786
4,FILTER,37708,1434356,1434356,38.038506,38.038506,0,2025-12-12T23:51:30.078797
4,FILTER,27379,1434356,1434356,52.388911,52.388911,0,2025-12-12T23:51:30.078806
4,HASH_JOIN,1227,29268175,29268175,23853.443358,23853.443358,0,2025-12-12T23:51:30.078815
4,FILTER,11091,1434356,1434356,129.32612,129.32612,0,2025-12-12T23:51:30.078824
4,FILTER,11256,1434356,1434356,127.430348,127.430348,0,2025-12-12T23:51:30.078832
4,HASH_JOIN,10028,29268175,29268175,2918.645293,2918.645293,0,2025-12-12T23:51:30.078841
4,FILTER,37991,1434356,1434356,37.755153,37.755153,0,2025-12-12T23:51:30.078850
4,FILTER,26298,1434356,1434356,54.542399,54.542399,0,2025-12-12T23:51:30.078858
5,HASH_GROUP_BY,527,18,5,29.277778,105.4,21,2025-12-12T23:51:30.102377
5,HASH_GROUP_BY,6,18,1990,3.0,331.666667,21,2025-12-12T23:51:30.102446
5,HASH_JOIN,30616,18,633619,1700.888889,20.695682,21,2025-12-12T23:51:30.102466
5,HASH_JOIN,30616,18,633619,1700.888889,20.695682,21,2025-12-12T23:51:30.102481
5,SEQ_SCAN,29110,18,2880404,1617.222222,98.948952,21,2025-12-12T23:51:30.102492
5,SEQ_SCAN,1506,18,287867,83.666667,191.146746,21,2025-12-12T23:51:30.102502
5,FILTER,15,18,14609,1.2,973.933333,21,2025-12-12T23:51:30.102511
5,SEQ_SCAN,15,12,14609,1.25,973.933333,21,2025-12-12T23:51:30.102521
5,SEQ_SCAN,10,13,12,1.3,1.2,21,2025-12-12T23:51:30.102530
5,HASH_GROUP_BY,502,18,1176,27.888889,2.342629,21,2025-12-12T23:51:30.102539
5,HASH_JOIN,15954,18,364906,886.333333,22.872383,21,2025-12-12T23:51:30.102548
5,HASH_JOIN,15954,18,317105,886.333333,19.876207,21,2025-12-12T23:51:30.102556
5,SEQ_SCAN,15296,18,1441548,849.777778,94.243462,21,2025-12-12T23:51:30.102565
5,SEQ_SCAN,658,18,144067,36.555556,218.946809,21,2025-12-12T23:51:30.102574
5,FILTER,15,18,14609,1.2,973.933333,21,2025-12-12T23:51:30.102582
5,SEQ_SCAN,15,12,14609,1.25,973.933333,21,2025-12-12T23:51:30.102591
5,SEQ_SCAN,9828,13,11718,756.0,1.192308,21,2025-12-12T23:51:30.102599
5,HASH_GROUP_BY,15,18,1990,1.2,132.666667,21,2025-12-12T23:51:30.102608
5,HASH_JOIN,7790,18,297659,432.777778,38.210398,21,2025-12-12T23:51:30.102616
5,HASH_JOIN,7790,18,287737,432.777778,36.936714,21,2025-12-12T23:51:30.102624
5,SEQ_SCAN,7545,18,719384,419.166667,95.345792,21,2025-12-12T23:51:30.102633
5,HASH_JOIN,71654,18,719384,3980.777778,10.039691,21,2025-12-12T23:51:30.102641
5,SEQ_SCAN,719198,18,719384,39955.444444,1.000259,21,2025-12-12T23:51:30.102649
5,SEQ_SCAN,71654,13,71654,5511.846154,1.0,21,2025-12-12T23:51:30.102658
5,FILTER,15,18,14609,1.2,973.933333,21,2025-12-12T23:51:30.102666
5,SEQ_SCAN,15,12,14609,1.25,973.933333,21,2025-12-12T23:51:30.102674
5,SEQ_SCAN,30,13,30,2.307692,1.0,21,2025-12-12T23:51:30.102682
6,FILTER,47,56,11,1.191489,4.272727,41,2025-12-12T23:51:30.128546
6,HASH_GROUP_BY,51,55,55,1.078431,1.078431,41,2025-12-12T23:51:30.128585
6,FILTER,3312,56,6711,59.142857,2.026268,41,2025-12-12T23:51:30.128595
6,HASH_JOIN,32367,110,6711,294.245455,4.822977,41,2025-12-12T23:51:30.128604
6,SEQ_SCAN,49965,119,50000,419.87395,1.0007,41,2025-12-12T23:51:30.128612
6,HASH_JOIN,32367,110,5208,294.245455,6.214862,41,2025-12-12T23:51:30.128619
6,SEQ_SCAN,99984,50,100000,1999.68,1.00016,41,2025-12-12T23:51:30.128633
6,HASH_JOIN,33179,110,3661,301.627273,9.062824,41,2025-12-12T23:51:30.128641
6,SEQ_SCAN,18000,90,18000,200.0,1.0,41,2025-12-12T23:51:30.128648
6,HASH_JOIN,33179,110,3441,301.627273,9.642255,41,2025-12-12T23:51:30.128655
6,SEQ_SCAN,33179,119,2880404,278.815126,86.814069,41,2025-12-12T23:51:30.128662
6,HASH_JOIN,31,110,87,3.548387,2.806452,41,2025-12-12T23:51:30.128670
6,SEQ_SCAN,31,119,73049,3.83871,2356.419355,41,2025-12-12T23:51:30.128677
6,UNGROUPED_AGGREGATE,1,59,1,59.0,1.0,41,2025-12-12T23:51:30.128695
6,SEQ_SCAN,31,93,585,3.0,18.870968,41,2025-12-12T23:51:30.128703
7,HASH_GROUP_BY,4967,20,607,248.35,8.182867,61,2025-12-12T23:51:30.182009
7,HASH_JOIN,7532,478,620,15.757322,12.148387,61,2025-12-12T23:51:30.182064
7,SEQ_SCAN,17995,94,18000,191.43617,1.000278,61,2025-12-12T23:51:30.182090
7,HASH_JOIN,7532,478,583,15.757322,12.919383,61,2025-12-12T23:51:30.182101
7,HASH_JOIN,7645,478,3295,15.993724,2.320182,61,2025-12-12T23:51:30.182110
7,FILTER,27438,459,274400,59.777778,10.000729,61,2025-12-12T23:51:30.182118
7,SEQ_SCAN,27438,171,274400,160.45614,10.000729,61,2025-12-12T23:51:30.182126
7,HASH_JOIN,549739,478,23067,1150.08159,23.832271,61,2025-12-12T23:51:30.182141
7,SEQ_SCAN,549739,768,2880404,715.80599,5.239585,61,2025-12-12T23:51:30.182152
7,FILTER,365,459,585,1.257534,1.60274,61,2025-12-12T23:51:30.182162
7,SEQ_SCAN,365,270,585,1.351852,1.60274,61,2025-12-12T23:51:30.182172
7,FILTER,299,459,60,1.535117,4.983333,61,2025-12-12T23:51:30.182182
7,SEQ_SCAN,300,143,300,2.097902,1.0,61,2025-12-12T23:51:30.182192
8,HASH_GROUP_BY,0,290,1280630,290.0,1280630.0,81,2025-12-12T23:51:30.255468
8,HASH_JOIN,0,2997,6470351,2997.0,6470351.0,81,2025-12-12T23:51:30.255517
8,HASH_JOIN,845,2997,23067,3.546746,27.298225,81,2025-12-12T23:51:30.255528
8,SEQ_SCAN,1250,4102,2880404,3.2816,2304.3232,81,2025-12-12T23:51:30.255541
8,FILTER,91,195,585,2.142857,6.428571,81,2025-12-12T23:51:30.255551
8,SEQ_SCAN,91,139,585,1.527473,6.428571,81,2025-12-12T23:51:30.255562
8,HASH_JOIN,0,739,3366,739.0,3366.0,81,2025-12-12T23:51:30.255570
8,SEQ_SCAN,212,149,10000,1.422819,47.169811,81,2025-12-12T23:51:30.255577
8,FILTER,936,195,561,4.8,1.668449,81,2025-12-12T23:51:30.255585
8,HASH_GROUP_BY,3168,290,2809,10.924138,1.127803,81,2025-12-12T23:51:30.255592
8,HASH_JOIN,47377,2997,64434,15.808141,1.360027,81,2025-12-12T23:51:30.255599
8,SEQ_SCAN,50000,149,50000,335.57047,1.0,81,2025-12-12T23:51:30.255606
8,SEQ_SCAN,47377,358,50000,132.337989,1.055364,81,2025-12-12T23:51:30.255613
8,SEQ_SCAN,10,13,12,1.3,1.2,81,2025-12-12T23:51:30.255620
9,SEQ_SCAN,1,4,1,4.0,1.0,101,2025-12-12T23:51:30.291603
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291658
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291672
9,SEQ_SCAN,550263,430,576080,1279.681395,1.046918,101,2025-12-12T23:51:30.291683
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291693
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291701
9,SEQ_SCAN,550263,430,576080,1279.681395,1.046918,101,2025-12-12T23:51:30.291709
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291717
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291724
9,SEQ_SCAN,550263,430,576080,1279.681395,1.046918,101,2025-12-12T23:51:30.291730
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291752
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291767
9,SEQ_SCAN,548941,430,576080,1276.606977,1.049439,101,2025-12-12T23:51:30.291777
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291786
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291793
9,SEQ_SCAN,548941,430,576080,1276.606977,1.049439,101,2025-12-12T23:51:30.291800
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291807
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291815
9,SEQ_SCAN,548941,430,576080,1276.606977,1.049439,101,2025-12-12T23:51:30.291823
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291832
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291841
9,SEQ_SCAN,549783,430,576080,1278.565116,1.047832,101,2025-12-12T23:51:30.291860
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291869
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291877
9,SEQ_SCAN,549783,430,576080,1278.565116,1.047832,101,2025-12-12T23:51:30.291885
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291893
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291901
9,SEQ_SCAN,549783,430,576080,1278.565116,1.047832,101,2025-12-12T23:51:30.291909
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291916
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291922
9,SEQ_SCAN,550472,430,576080,1280.167442,1.04652,101,2025-12-12T23:51:30.291929
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291945
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291952
9,SEQ_SCAN,550472,430,576080,1280.167442,1.04652,101,2025-12-12T23:51:30.291958
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291965
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291973
9,SEQ_SCAN,550472,430,576080,1280.167442,1.04652,101,2025-12-12T23:51:30.291980
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.291989
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.291996
9,SEQ_SCAN,551107,430,576080,1281.644186,1.045314,101,2025-12-12T23:51:30.292004
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.292012
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.292019
9,SEQ_SCAN,551107,430,576080,1281.644186,1.045314,101,2025-12-12T23:51:30.292026
9,UNGROUPED_AGGREGATE,1,54,1,54.0,1.0,101,2025-12-12T23:51:30.292033
9,UNGROUPED_AGGREGATE,1,117,1,117.0,1.0,101,2025-12-12T23:51:30.292039
9,SEQ_SCAN,551107,430,576080,1281.644186,1.045314,101,2025-12-12T23:51:30.292046
10,HASH_GROUP_BY,7,1734,5154,247.714286,736.285714,121,2025-12-12T23:51:30.335500
10,FILTER,7,17,5154,2.428571,736.285714,121,2025-12-12T23:51:30.335535
10,HASH_JOIN,1051,17992,25773,17.118934,24.52236,121,2025-12-12T23:51:30.335544
10,SEQ_SCAN,1916981,17011,1920800,112.690671,1.001992,121,2025-12-12T23:51:30.335562
10,HASH_JOIN,1086,17992,25773,16.567219,23.732044,121,2025-12-12T23:51:30.335571
10,SEQ_SCAN,99901,2561,100000,39.00859,1.000991,121,2025-12-12T23:51:30.335581
10,FILTER,544,17,10000,32.0,18.382353,121,2025-12-12T23:51:30.335590
10,HASH_JOIN,50000,3526,50000,14.180374,1.0,121,2025-12-12T23:51:30.335669
10,SEQ_SCAN,50000,1257,50000,39.777247,1.0,121,2025-12-12T23:51:30.335689
11,FILTER,75699,22100,819530,3.425294,10.826167,141,2025-12-12T23:51:30.428932
11,HASH_GROUP_BY,190581,16878,4097652,11.291681,21.500842,141,2025-12-12T23:51:30.429002
11,HASH_JOIN,2685933,720779,4097652,3.726431,1.525597,141,2025-12-12T23:51:30.429016
11,HASH_JOIN,2685933,720779,2880404,3.726431,1.072404,141,2025-12-12T23:51:30.429027
11,SEQ_SCAN,2685933,46349,2880404,57.950182,1.072404,141,2025-12-12T23:51:30.429036
11,SEQ_SCAN,1827,1694,73049,1.078512,39.983032,141,2025-12-12T23:51:30.429044
11,SEQ_SCAN,100000,99175,100000,1.008319,1.0,141,2025-12-12T23:51:30.429052
11,FILTER,22565,22100,204678,1.021041,9.070596,141,2025-12-12T23:51:30.429060
11,HASH_GROUP_BY,56649,16878,1023393,3.356381,18.065509,141,2025-12-12T23:51:30.429067
11,HASH_JOIN,719122,720779,1023393,1.002304,1.423115,141,2025-12-12T23:51:30.429075
11,HASH_JOIN,719122,720779,719384,1.002304,1.000364,141,2025-12-12T23:51:30.429082
11,SEQ_SCAN,719122,35819,719384,20.076552,1.000364,141,2025-12-12T23:51:30.429089
11,SEQ_SCAN,1827,1694,73049,1.078512,39.983032,141,2025-12-12T23:51:30.429096
11,SEQ_SCAN,99999,99175,100000,1.008309,1.00001,141,2025-12-12T23:51:30.429103
11,HASH_JOIN,99,70,18446744073709551615,1.414286,1.8633074821928842e+17,141,2025-12-12T23:51:30.429111
11,HASH_JOIN,14292,2055,14923066,6.954745,1044.155192,141,2025-12-12T23:51:30.429120
11,FILTER,37708,26067,1024208,1.44658,27.161557,141,2025-12-12T23:51:30.429139
11,FILTER,37991,28197,1024208,1.347342,26.959227,141,2025-12-12T23:51:30.429147
11,HASH_JOIN,1253,2055,14923066,1.640064,11909.869114,141,2025-12-12T23:51:30.429154
11,FILTER,11309,28197,1024208,2.493324,90.565744,141,2025-12-12T23:51:30.429161
11,FILTER,11256,26067,1024208,2.315832,90.992182,141,2025-12-12T23:51:30.429168
12,HASH_GROUP_BY,1468,2720,30580,1.852861,20.831063,161,2025-12-12T23:51:30.460512
12,HASH_JOIN,2139,11007,30610,5.145863,14.310425,161,2025-12-12T23:51:30.460558
12,HASH_JOIN,6931,11007,143868,1.588083,20.757178,161,2025-12-12T23:51:30.460569
12,SEQ_SCAN,6931,61504,719384,8.873756,103.792238,161,2025-12-12T23:51:30.460578
12,FILTER,31,15,14609,2.066667,471.258065,161,2025-12-12T23:51:30.460586
12,SEQ_SCAN,31,14,14609,2.214286,471.258065,161,2025-12-12T23:51:30.460595
12,FILTER,5454,15,3600,363.6,1.515,161,2025-12-12T23:51:30.460614
12,SEQ_SCAN,18000,13093,18000,1.37478,1.0,161,2025-12-12T23:51:30.460622
13,UNGROUPED_AGGREGATE,1,1,1,1.0,1.0,181,2025-12-12T23:51:30.508051
13,FILTER,10,366,6086,36.6,608.6,181,2025-12-12T23:51:30.508099
13,HASH_JOIN,6015,6825,6086,1.134663,1.011804,181,2025-12-12T23:51:30.508111
13,HASH_JOIN,6021,6825,6086,1.133533,1.010796,181,2025-12-12T23:51:30.508120
13,SEQ_SCAN,1919640,14451,1920800,132.837866,1.000604,181,2025-12-12T23:51:30.508135
13,HASH_JOIN,6033,6825,6086,1.131278,1.008785,181,2025-12-12T23:51:30.508145
13,FILTER,6033,366,6086,16.483607,1.008785,181,2025-12-12T23:51:30.508153
13,HASH_JOIN,510706,6825,6086,74.828718,83.914887,181,2025-12-12T23:51:30.508161
13,HASH_JOIN,526858,6825,23067,77.195311,22.840335,181,2025-12-12T23:51:30.508168
13,SEQ_SCAN,526858,71087,2880404,7.411454,5.467135,181,2025-12-12T23:51:30.508176
13,FILTER,365,366,585,1.00274,1.60274,181,2025-12-12T23:51:30.508184
13,SEQ_SCAN,365,378,585,1.035616,1.60274,181,2025-12-12T23:51:30.508191
13,SEQ_SCAN,48475,570,10000,85.04386,4.8475,181,2025-12-12T23:51:30.508198
13,SEQ_SCAN,10,1,12,10.0,1.2,181,2025-12-12T23:51:30.508205
13,SEQ_SCAN,7200,1321,7200,5.450416,1.0,181,2025-12-12T23:51:30.508212
14,HASH_JOIN,16193,7135,54273,2.269516,3.351633,201,2025-12-12T23:51:30.587476
14,HASH_JOIN,1644368,58817,612818,27.957359,2.683289,201,2025-12-12T23:51:30.587526
14,HASH_JOIN,1644368,58817,576049,27.957359,2.854563,201,2025-12-12T23:51:30.587536
14,SEQ_SCAN,1644368,257189,2880404,6.393617,1.751678,201,2025-12-12T23:51:30.587544
14,FILTER,1096,15,14609,73.066667,13.32938,201,2025-12-12T23:51:30.587552
14,SEQ_SCAN,1096,1613,14609,1.471715,13.32938,201,2025-12-12T23:51:30.587560
14,SEQ_SCAN,18000,12852,18000,1.40056,1.0,201,2025-12-12T23:51:30.587567
14,HASH_JOIN,859879,58817,306695,14.619566,2.803694,201,2025-12-12T23:51:30.587581
14,HASH_JOIN,859879,58817,288293,14.619566,2.982657,201,2025-12-12T23:51:30.587591
14,SEQ_SCAN,859879,295148,1441548,2.913382,1.676454,201,2025-12-12T23:51:30.587599
14,FILTER,1096,15,14609,73.066667,13.32938,201,2025-12-12T23:51:30.587608
14,SEQ_SCAN,1096,1613,14609,1.471715,13.32938,201,2025-12-12T23:51:30.587618
14,SEQ_SCAN,18000,12852,18000,1.40056,1.0,201,2025-12-12T23:51:30.587627
14,HASH_JOIN,432058,58817,153052,7.345801,2.822949,201,2025-12-12T23:51:30.587635
14,HASH_JOIN,432058,58817,143868,7.345801,3.003156,201,2025-12-12T23:51:30.587643
14,SEQ_SCAN,432058,348962,719384,1.238123,1.665017,201,2025-12-12T23:51:30.587653
14,FILTER,1096,15,14609,73.066667,13.32938,201,2025-12-12T23:51:30.587661
14,SEQ_SCAN,1096,1613,14609,1.471715,13.32938,201,2025-12-12T23:51:30.587668
14,SEQ_SCAN,18000,12852,18000,1.40056,1.0,201,2025-12-12T23:51:30.587674
14,SEQ_SCAN,18000,12852,18000,1.40056,1.0,201,2025-12-12T23:51:30.587681
14,UNGROUPED_AGGREGATE,1,1,1,1.0,1.0,201,2025-12-12T23:51:30.587689
14,HASH_JOIN,1644368,58817,576049,27.957359,2.854563,201,2025-12-12T23:51:30.587696
14,SEQ_SCAN,1644368,257189,2880404,6.393617,1.751678,201,2025-12-12T23:51:30.587715
14,FILTER,1096,15,14609,73.066667,13.32938,201,2025-12-12T23:51:30.587723
14,SEQ_SCAN,1096,1613,14609,1.471715,13.32938,201,2025-12-12T23:51:30.587730
14,HASH_JOIN,859879,58817,288293,14.619566,2.982657,201,2025-12-12T23:51:30.587738
14,SEQ_SCAN,859879,295148,1441548,2.913382,1.676454,201,2025-12-12T23:51:30.587745
14,FILTER,1096,15,14609,73.066667,13.32938,201,2025-12-12T23:51:30.587753
14,SEQ_SCAN,1096,1613,14609,1.471715,13.32938,201,2025-12-12T23:51:30.587760
14,HASH_JOIN,432058,58817,143868,7.345801,3.003156,201,2025-12-12T23:51:30.587767
14,SEQ_SCAN,432058,348962,719384,1.238123,1.665017,201,2025-12-12T23:51:30.587774
14,FILTER,1096,15,14609,73.066667,13.32938,201,2025-12-12T23:51:30.587781
14,SEQ_SCAN,1096,1613,14609,1.471715,13.32938,201,2025-12-12T23:51:30.587788
14,HASH_GROUP_BY,19772,28,12,706.142857,1647.666667,201,2025-12-12T23:51:30.587796
14,NESTED_LOOP_JOIN,3513,240,8,14.6375,439.125,201,2025-12-12T23:51:30.587804
14,HASH_GROUP_BY,3529,1083,4906,3.258541,1.390196,201,2025-12-12T23:51:30.587811
14,HASH_JOIN,86568,58817,4907,1.471819,17.641736,201,2025-12-12T23:51:30.587851
14,SEQ_SCAN,17999,12852,18000,1.400482,1.000056,201,2025-12-12T23:51:30.587858
14,HASH_JOIN,86568,354,4613,244.542373,18.766096,201,2025-12-12T23:51:30.587865
14,HASH_JOIN,86880,58817,23067,1.477124,3.76642,201,2025-12-12T23:51:30.587872
14,SEQ_SCAN,86880,257189,2880404,2.960279,33.153821,201,2025-12-12T23:51:30.587878
14,FILTER,30,15,585,2.0,19.5,201,2025-12-12T23:51:30.587886
14,SEQ_SCAN,30,84,585,2.8,19.5,201,2025-12-12T23:51:30.587893
14,UNGROUPED_AGGREGATE,1,1,1,1.0,1.0,201,2025-12-12T23:51:30.587900
14,NESTED_LOOP_JOIN,3423,240,4,14.2625,855.75,201,2025-12-12T23:51:30.587906
14,HASH_GROUP_BY,3516,1083,2455,3.246537,1.432179,201,2025-12-12T23:51:30.587913
14,HASH_JOIN,46536,58817,2456,1.263903,18.947883,201,2025-12-12T23:51:30.587920
14,SEQ_SCAN,17999,12852,18000,1.400482,1.000056,201,2025-12-12T23:51:30.587926
14,HASH_JOIN,46536,354,2308,131.457627,20.162912,201,2025-12-12T23:51:30.587933
14,HASH_JOIN,46689,58817,11544,1.259761,4.044439,201,2025-12-12T23:51:30.587939
14,SEQ_SCAN,46689,295148,1441548,6.321575,30.875538,201,2025-12-12T23:51:30.587946
14,FILTER,30,15,585,2.0,19.5,201,2025-12-12T23:51:30.587952
14,SEQ_SCAN,30,84,585,2.8,19.5,201,2025-12-12T23:51:30.587959
14,UNGROUPED_AGGREGATE,1,1,1,1.0,1.0,201,2025-12-12T23:51:30.587965
14,NESTED_LOOP_JOIN,2877,240,1,11.9875,2877.0,201,2025-12-12T23:51:30.587972
14,HASH_GROUP_BY,3362,1083,1224,3.10434,2.746732,201,2025-12-12T23:51:30.587978
14,HASH_JOIN,23438,58817,1225,2.509472,19.133061,201,2025-12-12T23:51:30.587985
14,SEQ_SCAN,17999,12852,18000,1.400482,1.000056,201,2025-12-12T23:51:30.587991
14,HASH_JOIN,23438,354,1152,66.20904,20.345486,201,2025-12-12T23:51:30.587998
14,HASH_JOIN,23524,58817,5761,2.500298,4.083319,201,2025-12-12T23:51:30.588004
14,SEQ_SCAN,23524,348962,719384,14.834297,30.580854,201,2025-12-12T23:51:30.588011
14,FILTER,30,15,585,2.0,19.5,201,2025-12-12T23:51:30.588018
